File	TechnicalReplicates	ConditionSpecies	Species	Class	Media	MaxOD	MaxTime	BlankOD	Rate	RateODIntercept	LagOD	LagTime	Excluded
GMM_140428_trail2__E_coli_ED1a	G1-G3	levamisole|H2O	E. coli ED1a	Good	GMM	0.756	69448	0.189333333333333	0.106018579708811	0.0938564737806667	0.189333333333333	3242.04205841699	
GMM_140428_trail2__E_coli_ED1a	G5-G7	rosiglitazone|DMSO	E. coli ED1a	Good	GMM	0.843	70291	0.206333333333333	0.107572026677917	0.08856137217379	0.206333333333333	3941.35049108815	
GMM_140428_trail2__E_coli_ED1a	H1-H3	loperamide|DMSO	E. coli ED1a	Good	GMM	0.841	67762	0.203	0.114070813663229	0.0772532797735005	0.203	3968.48394675144	
GMM_140428_trail2__E_coli_ED1a	H5-H7	rosuvastatin|DMSO	E. coli ED1a	Good	GMM	0.866	79672	0.207333333333333	0.0933562725803207	0.145125178031193	0.207333333333333	2398.86783070764	
GMM_140428_trail2__L_lactis	A1-A3	acetaminophen|H2O	L. lactis	Good;Overgrowth	GMM	0.709	28244	0.199666666666667	0.163567733338015	0.017023958871237	0.199666666666667	4019.82551598233	
GMM_140428_trail2__L_lactis	A5-A7	metformin|H2O	L. lactis	Overgrowth	GMM	0.742	25924	0.2	0.164365220428831	0.0253257707846055	0.2	3825.79248538591	
GMM_140428_trail2__L_lactis	A9-A11	simvastatin|DMSO	L. lactis	Good;Overgrowth	GMM	0.691	22866	0.197666666666667	0.164269935212199	0.0083617299791523	0.197666666666667	4148.6457713319	
GMM_140428_trail2__L_lactis	B1-B3	aripiprazole|DMSO	L. lactis	Good;Overgrowth	GMM	0.773	24132	0.202	0.194468340116675	-0.0419455850350318	0.202	4515.92328910309	
GMM_140428_trail2__L_lactis	B5-B7	metronidazole|H2O	L. lactis	Overgrowth	GMM	0.769	22655	0.201333333333333	0.174203332088354	-0.0086455464337763	0.201333333333333	4339.31979428615	
GMM_140428_trail2__L_lactis	B9-B11	sulfasalazine|DMSO	L. lactis	Good;Overgrowth	GMM	0.714	22550	0.198333333333333	0.172400243676839	-0.00455840837648191	0.198333333333333	4236.71251604767	
GMM_140428_trail2__L_lactis	C1-C3	digoxin|DMSO	L. lactis	Overgrowth;Raising	GMM	0.718	22550	0.198666666666667	0.174580815236587	-0.00431058189807937	0.198666666666667	4185.55781082151	
GMM_140428_trail2__L_lactis	C5-C7	montelukast|DMSO	L. lactis	Overgrowth;Raising	GMM	0.793	22339	0.201	0.172821821371394	0.00212101453184826	0.201	4142.78904136036	
GMM_140428_trail2__L_lactis	C9-C11	tenofovir|DMSO	L. lactis	Good;Overgrowth	GMM	0.702	22339	0.203	0.160870203437319	0.0227100318945355	0.203	4034.58111764348	
GMM_140428_trail2__L_lactis	D1-D3	donepzil|H2O	L. lactis	Overgrowth;Raising	GMM	0.716	21727	0.198	0.175221480110033	-0.00605736661295408	0.198	4192.44557999011	
GMM_140428_trail2__L_lactis	D5-D7	pyridostigmine|DMSO	L. lactis	Overgrowth;Raising	GMM	0.734	22445	0.203	0.168749697286192	0.0155841450745725	0.203	3998.21207730692	
GMM_140428_trail2__L_lactis	D9-D11	tolmetin|H2O	L. lactis	Overgrowth;Raising	GMM	0.711	22550	0.200333333333333	0.170494550395914	0.00548428501064513	0.200333333333333	4114.24630483961	
GMM_140428_trail2__L_lactis	E1-E3	duloxetin|DMSO	L. lactis	Raising	GMM	0.605	40367	0.198333333333333	0.134546652978974	-0.525868515736379	0.219	17547	
GMM_140428_trail2__L_lactis	E5-E7	ranitidine|DMSO	L. lactis	Overgrowth;Raising	GMM	0.752	22234	0.202666666666667	0.1699344499728	0.0254373872387643	0.202666666666667	3754.53832958867	
GMM_140428_trail2__L_lactis	E9-E11	DMSO|DMSO	L. lactis	Good;Overgrowth	GMM	0.725	22339	0.2	0.173697815065598	-0.00776154671844947	0.2	4305.99295623812	
GMM_140428_trail2__L_lactis	F1-F3	ezetimibe|DMSO	L. lactis	Good	GMM	0.729	49963	0.201333333333333	0.160714126783943	0.0127033024832974	0.201333333333333	4225.31686945627	
GMM_140428_trail2__L_lactis	F5-F7	roflumilast|DMSO	L. lactis	Overgrowth;Raising	GMM	0.733	22339	0.202	0.172324921129578	0.0066600777066862	0.202	4080.80105678473	
GMM_140428_trail2__L_lactis	F9-F11	H2O|H2O	L. lactis	Good;Overgrowth	GMM	0.709	22128	0.199333333333333	0.169303945993708	0.0117860514565173	0.199333333333333	3987.91776998293	
GMM_140428_trail2__L_lactis	G1-G3	levamisole|H2O	L. lactis	Good;Overgrowth	GMM	0.745	22339	0.216666666666667	0.172781393388721	0.00890528670641766	0.216666666666667	4328.82819838238	
GMM_140428_trail2__L_lactis	G5-G7	rosiglitazone|DMSO	L. lactis	Overgrowth;Raising	GMM	0.733	22023	0.201666666666667	0.180072680961266	-0.0209776167780816	0.201666666666667	4451.0883945439	
GMM_140428_trail2__L_lactis	H1-H3	loperamide|DMSO	L. lactis	Good	GMM	1.093	33937	0.235	0.349111122498276	-1.52368388194221	0.241	11385	
GMM_140428_trail2__L_lactis	H5-H7	rosuvastatin|DMSO	L. lactis	Good;Overgrowth	GMM	0.742	22445	0.200666666666667	0.184338838858751	-0.0283423259246287	0.200666666666667	4472.3747769746	
GMM_140507_repeat_trail__B_vulgatus	A1-A3	acetaminophen|H2O	B. vulgatus	Good	GMM	0.796	37937	0.186333333333333	0.138927846813366	-0.518743775493683	0.186333333333333	18270.4738466663	
GMM_140507_repeat_trail__B_vulgatus	A5-A7	metformin|H2O	B. vulgatus	Good;Overgrowth	GMM	0.788	38470	0.186666666666667	0.139150741899244	-0.51321148839491	0.186666666666667	18106.7044546988	
GMM_140507_repeat_trail__B_vulgatus	A9-A11	simvastatin|DMSO	B. vulgatus	Good	GMM	0.783	38248	0.186	0.137718948496989	-0.525864457889548	0.186	18608.2748697315	
GMM_140507_repeat_trail__B_vulgatus	B1-B3	aripiprazole|DMSO	B. vulgatus	Good	GMM	0.801	39357	0.193333333333333	0.142935526739429	-0.544167010978436	0.193333333333333	18574.8169128199	
GMM_140507_repeat_trail__B_vulgatus	B5-B7	metronidazole|H2O	B. vulgatus	Good	GMM	0.814	38137	0.184333333333333	0.143406243327601	-0.553085774679848	0.184333333333333	18511.8076259969	
GMM_140507_repeat_trail__B_vulgatus	B9-B11	sulfasalazine|DMSO	B. vulgatus	Good	GMM	0.805	39467	0.188333333333333	0.134914799296275	-0.492343297211506	0.188333333333333	18162.8396791387	
GMM_140507_repeat_trail__B_vulgatus	C1-C3	digoxin|DMSO	B. vulgatus	Good	GMM	0.811	38802	0.196666666666667	0.143058537221803	-0.544903409422342	0.196666666666667	18661.2580120354	
GMM_140507_repeat_trail__B_vulgatus	C5-C7	montelukast|DMSO	B. vulgatus	Good	GMM	0.805	38359	0.189333333333333	0.143094285191935	-0.544242888637712	0.189333333333333	18455.4847564563	
GMM_140507_repeat_trail__B_vulgatus	C9-C11	tenofovir|DMSO	B. vulgatus	Good	GMM	0.857	39689	0.195666666666667	0.138701435769748	-0.509039471503882	0.195666666666667	18290.6693311051	
GMM_140507_repeat_trail__B_vulgatus	D1-D3	donepzil|H2O	B. vulgatus	Good	GMM	0.838	39135	0.192	0.155709875162955	-0.672252069392503	0.192	19981.4394980211	
GMM_140507_repeat_trail__B_vulgatus	D5-D7	pyridostigmine|DMSO	B. vulgatus	Good	GMM	0.838	38581	0.203333333333333	0.142536572628225	-0.524245947976469	0.203333333333333	18376.2340037957	
GMM_140507_repeat_trail__B_vulgatus	D9-D11	tolmetin|H2O	B. vulgatus	Good	GMM	0.836	38470	0.187	0.145527025008274	-0.559470285549899	0.187	18465.9380470868	
GMM_140507_repeat_trail__B_vulgatus	E1-E3	duloxetin|DMSO	B. vulgatus	Raising	GMM	0.66	40022	0.186333333333333	0.150820529880553	-0.807539230278546	0.186333333333333	23723.1710552696	
GMM_140507_repeat_trail__B_vulgatus	E5-E7	ranitidine|DMSO	B. vulgatus	Good	GMM	0.846	38581	0.202	0.142459658454867	-0.526339625443661	0.202	18405.3694922192	
GMM_140507_repeat_trail__B_vulgatus	E9-E11	DMSO|DMSO	B. vulgatus	Raising	GMM	0.803	35406	0.183666666666667	0.143652326816658	-0.556363365565996	0.183666666666667	18545.5270727202	
GMM_140507_repeat_trail__B_vulgatus	F1-F3	ezetimibe|DMSO	B. vulgatus	Good	GMM	0.843	39357	0.192	0.147960308828449	-0.577597753964109	0.192	18724.9670956221	
GMM_140507_repeat_trail__B_vulgatus	F5-F7	roflumilast|DMSO	B. vulgatus	Good	GMM	0.847	38359	0.192666666666667	0.151726130144145	-0.608168328833733	0.192666666666667	19001.3808502364	
GMM_140507_repeat_trail__B_vulgatus	F9-F11	H2O|H2O	B. vulgatus	Good	GMM	0.856	39024	0.185333333333333	0.151489979540675	-0.606588898948029	0.185333333333333	18819.198767186	
GMM_140507_repeat_trail__B_vulgatus	G1-G3	levamisole|H2O	B. vulgatus	Good	GMM	0.844	39135	0.188333333333333	0.15001478971123	-0.586845658140029	0.188333333333333	18602.4616284564	
GMM_140507_repeat_trail__B_vulgatus	G5-G7	rosiglitazone|DMSO	B. vulgatus	Good	GMM	0.849	38359	0.192	0.165975898403967	-0.719940383797576	0.192	19779.8922207419	
GMM_140507_repeat_trail__B_vulgatus	H1-H3	loperamide|DMSO	B. vulgatus	Good	GMM	0.584	38248	0.187333333333333	0.142441611553855	-0.760963640229643	0.187333333333333	23966.7964128304	
GMM_140507_repeat_trail__B_vulgatus	H5-H7	rosuvastatin|DMSO	B. vulgatus	Good	GMM	0.852	39467	0.186333333333333	0.149118286473129	-0.582394970735365	0.186333333333333	18558.5682353318	
GMM_140507_repeat_trail__E_coli_ED1a	A1-A3	acetaminophen|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.81	82221	0.204333333333333	0.143531242241424	-0.193664622474299	0.209	7254	
GMM_140507_repeat_trail__E_coli_ED1a	A5-A7	metformin|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.795	89503	0.194333333333333	0.127781153636688	-0.135308401276143	0.203	7066	
GMM_140507_repeat_trail__E_coli_ED1a	A9-A11	simvastatin|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.98	77367	0.203333333333333	0.154980871870607	-0.259726774193548	0.208	7066	
GMM_140507_repeat_trail__E_coli_ED1a	B1-B3	aripiprazole|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.836	82221	0.197333333333333	0.148916402971322	-0.213049732718894	0.211	7066	
GMM_140507_repeat_trail__E_coli_ED1a	B5-B7	metronidazole|H2O	E. coli ED1a	Good	GMM	0.765	77367	0.223333333333333	0.152351291860077	-0.239282176533144	0.231	7441	
GMM_140507_repeat_trail__E_coli_ED1a	B9-B11	sulfasalazine|DMSO	E. coli ED1a	Falling;Overgrowth	GMM	0.89	77367	0.229	0.141096445935378	-0.188487258261451	0.213	6879	
GMM_140507_repeat_trail__E_coli_ED1a	C1-C3	digoxin|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.911	77367	0.198666666666667	0.149407665593444	-0.233081694599473	0.206	7254	
GMM_140507_repeat_trail__E_coli_ED1a	C5-C7	montelukast|DMSO	E. coli ED1a	Falling;Overgrowth	GMM	1.073	74940	0.204666666666667	0.162023060790316	-0.299492236461043	0.212	7066	
GMM_140507_repeat_trail__E_coli_ED1a	C9-C11	tenofovir|DMSO	E. coli ED1a	Falling	GMM	0.89	113776	0.251	0.170000041031627	-0.333448086718035	0.227	7254	
GMM_140507_repeat_trail__E_coli_ED1a	D1-D3	donepzil|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.785	67658	0.198666666666667	0.145636960609232	-0.219936237149947	0.204	6879	
GMM_140507_repeat_trail__E_coli_ED1a	D5-D7	pyridostigmine|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.845	77367	0.204666666666667	0.147746741269605	-0.219373877216277	0.209	7066	
GMM_140507_repeat_trail__E_coli_ED1a	D9-D11	tolmetin|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.768	77367	0.202666666666667	0.154004104118469	-0.270599028562377	0.202	7254	
GMM_140507_repeat_trail__E_coli_ED1a	E1-E3	duloxetin|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.821	74940	0.197333333333333	0.145378025728638	-0.21919602091457	0.203	7254	
GMM_140507_repeat_trail__E_coli_ED1a	E5-E7	ranitidine|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.833	77367	0.204	0.139973894642769	-0.185842036022931	0.213	7628	
GMM_140507_repeat_trail__E_coli_ED1a	E9-E11	DMSO|DMSO	E. coli ED1a	Falling	GMM	0.874	101640	0.199666666666667	0.151608537428808	-0.263117433204455	0.198	7254	
GMM_140507_repeat_trail__E_coli_ED1a	F1-F3	ezetimibe|DMSO	E. coli ED1a	Good	GMM	0.897	99212	0.318	0.159887302261716	-0.292725623858794	0.212	7254	
GMM_140507_repeat_trail__E_coli_ED1a	F5-F7	roflumilast|DMSO	E. coli ED1a	Good	GMM	0.909	91931	0.207	0.153691444326863	-0.2559252675043	0.213	7066	
GMM_140507_repeat_trail__E_coli_ED1a	F9-F11	H2O|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.766	77367	0.202333333333333	0.134885501903773	-0.18379000612291	0.204	7066	
GMM_140507_repeat_trail__E_coli_ED1a	G1-G3	levamisole|H2O	E. coli ED1a	Good;Overgrowth	GMM	0.797	74940	0.273	0.147465407596231	-0.238434755788171	0.209	7066	
GMM_140507_repeat_trail__E_coli_ED1a	G5-G7	rosiglitazone|DMSO	E. coli ED1a	Good;Overgrowth	GMM	0.851	79794	0.207	0.153798147825692	-0.247218799058084	0.213	7066	
GMM_140507_repeat_trail__E_coli_ED1a	H1-H3	loperamide|DMSO	E. coli ED1a	Falling;Overgrowth	GMM	0.888	77367	0.215	0.150120133063264	-0.234061042505881	0.213	7066	
GMM_140507_repeat_trail__E_coli_ED1a	H5-H7	rosuvastatin|DMSO	E. coli ED1a	Falling	GMM	0.891	101640	0.206	0.145878314268797	-0.206079899354282	0.208	6692	
GMM_140507_repeat_trail__L_lactis	A1-A3	acetaminophen|H2O	L. lactis	Good;Overgrowth	GMM	0.696	28174	0.211	0.136971585732136	-0.138121512999065	0.202	6468	
GMM_140507_repeat_trail__L_lactis	A5-A7	metformin|H2O	L. lactis	Good;Overgrowth	GMM	0.667	29197	0.193333333333333	0.139326017133718	-0.158586630402869	0.2	6655	
GMM_140507_repeat_trail__L_lactis	A9-A11	simvastatin|DMSO	L. lactis	Good	GMM	0.65	27947	0.200666666666667	0.138438818297054	-0.169124756405068	0.205	6655	
GMM_140507_repeat_trail__L_lactis	B1-B3	aripiprazole|DMSO	L. lactis	Good;Overgrowth	GMM	0.722	28060	0.205666666666667	0.14821005697841	-0.194709692239502	0.206	6468	
GMM_140507_repeat_trail__L_lactis	B5-B7	metronidazole|H2O	L. lactis	Good;Overgrowth	GMM	0.695	28288	0.211666666666667	0.141200438305498	-0.156181402733244	0.214	6841	
GMM_140507_repeat_trail__L_lactis	B9-B11	sulfasalazine|DMSO	L. lactis	Good	GMM	0.644	28970	0.194	0.141467030151382	-0.176770418809409	0.198	6282	
GMM_140507_repeat_trail__L_lactis	C1-C3	digoxin|DMSO	L. lactis	Good;Overgrowth	GMM	0.697	28629	0.199666666666667	0.1456368200311	-0.181578396967006	0.202	6655	
GMM_140507_repeat_trail__L_lactis	C5-C7	montelukast|DMSO	L. lactis	Good;Overgrowth	GMM	0.698	28629	0.201666666666667	0.149259094840248	-0.207017631736262	0.208	6282	
GMM_140507_repeat_trail__L_lactis	C9-C11	tenofovir|DMSO	L. lactis	Good	GMM	0.637	27947	0.192	0.140414282391427	-0.175912121789226	0.194	6282	
GMM_140507_repeat_trail__L_lactis	D1-D3	donepzil|H2O	L. lactis	Good;Overgrowth	GMM	0.652	27810	0.203	0.147764789434536	-0.189051570734487	0.203	6841	
GMM_140507_repeat_trail__L_lactis	D5-D7	pyridostigmine|DMSO	L. lactis	Good	GMM	0.67	28060	0.191666666666667	0.148047420287117	-0.194571990224728	0.197	6096	
GMM_140507_repeat_trail__L_lactis	D9-D11	tolmetin|H2O	L. lactis	Good	GMM	0.642	28288	0.188666666666667	0.146579393988282	-0.199991822875081	0.197	6655	
GMM_140507_repeat_trail__L_lactis	E1-E3	duloxetin|DMSO	L. lactis	Unfinished	GMM	0.78	77083	0.191333333333333	0.0573166655618974	-0.317186278066957	0.201	27144	
GMM_140507_repeat_trail__L_lactis	E5-E7	ranitidine|DMSO	L. lactis	Good	GMM	0.675	27947	0.206333333333333	0.142257944101873	-0.156825015441005	0.202	6282	
GMM_140507_repeat_trail__L_lactis	E9-E11	DMSO|DMSO	L. lactis	Good;Overgrowth	GMM	0.642	27947	0.190333333333333	0.146427857761804	-0.210037457216738	0.192	6282	
GMM_140507_repeat_trail__L_lactis	F1-F3	ezetimibe|DMSO	L. lactis	Raising	GMM	0.649	24878	0.205666666666667	0.150828223057822	-0.221012710065617	0.206	7213	
GMM_140507_repeat_trail__L_lactis	F5-F7	roflumilast|DMSO	L. lactis	Good	GMM	0.666	27833	0.212333333333333	0.144984086828309	-0.16919649261363	0.215	6655	
GMM_140507_repeat_trail__L_lactis	F9-F11	H2O|H2O	L. lactis	Good	GMM	0.644	27947	0.192333333333333	0.14640010837022	-0.201306414928002	0.196	6841	
GMM_140507_repeat_trail__L_lactis	G1-G3	levamisole|H2O	L. lactis	Good;Overgrowth	GMM	0.69	28060	0.206	0.152919918182793	-0.208608150171467	0.204	7400	
GMM_140507_repeat_trail__L_lactis	G5-G7	rosiglitazone|DMSO	L. lactis	Good	GMM	0.676	27947	0.213666666666667	0.153061965242443	-0.210546076972146	0.218	6655	
GMM_140507_repeat_trail__L_lactis	H1-H3	loperamide|DMSO	L. lactis	Good	GMM	0.877	40466	0.194	0.283200854064782	-1.74062294705507	0.205	11684	
GMM_140507_repeat_trail__L_lactis	H5-H7	rosuvastatin|DMSO	L. lactis	Good	GMM	0.652	27151	0.194666666666667	0.145876949996456	-0.185940854773549	0.201	6468	
GMM_140526_7plates__B_uniformis	A1-A3	acetaminophen|H2O	B. uniformis	Good	GMM	0.817	176166	0.202	0.0477523999629165	-0.530410611589689	0.208	31036	
GMM_140526_7plates__B_uniformis	A5-A7	metformin|H2O	B. uniformis	Good	GMM	0.849	175233	0.206666666666667	0.0480540324285604	-0.530502403531687	0.216	29472	
GMM_140526_7plates__B_uniformis	A9-A11	simvastatin|DMSO	B. uniformis	Good	GMM	0.718	176400	0.213	0.0355641076156938	-0.350249175052152	0.222	29472	
GMM_140526_7plates__B_uniformis	B1-B3	aripiprazole|DMSO	B. uniformis	Good	GMM	0.709	176981	0.198666666666667	0.0328498691129407	-0.3478354586658	0.207	29733	
GMM_140526_7plates__B_uniformis	B5-B7	metronidazole|H2O	B. uniformis	NoGrowth	GMM	0.145	159130	0.141666666666667	-0.00121733766519359	0.257647288718675	0.143	162679	
GMM_140526_7plates__B_uniformis	B9-B11	sulfasalazine|DMSO	B. uniformis	Good	GMM	0.759	177566	0.211666666666667	0.0322425051401682	-0.250646216510738	0.221	29472	
GMM_140526_7plates__B_uniformis	C1-C3	digoxin|DMSO	B. uniformis	Good	GMM	0.8	177566	0.195	0.0386906301424292	-0.434009411476139	0.205	31558	
GMM_140526_7plates__B_uniformis	C5-C7	montelukast|DMSO	B. uniformis	Good	GMM	0.816	175699	0.205666666666667	0.0426932718177817	-0.543191597614733	0.213	30776	
GMM_140526_7plates__B_uniformis	C9-C11	tenofovir|DMSO	B. uniformis	Good	GMM	0.777	176866	0.203	0.0388209007660309	-0.472030838471897	0.211	29212	
