KEGG_PATHWAY	KEGG_FORMULA	KEGG_CPD	adduct_polarity	adduct_name	adduct_formula_add	adduct_formula_sub	adduct_charge	adduct_nmol	adduct_massdiff	abundance	mz	lb	ub	lb_extended	ub_extended
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.515215045421452e-10	177.03419315778777	177.0324228158562	177.03596349971937	177.016489738472	177.05189657710355
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	0.8627994104986417	346.05580845526	346.0523478971754	346.05926901334453	346.0212028744144	346.09041403610553
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	0.11579399703403843	347.05835794572806	347.05488736214863	347.06182852930755	347.0236521099335	347.09306378152263
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	0.0193148687136767	348.0603445101536	348.0568639067085	348.0638251135987	348.02553847570255	348.0951505446046
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	0.0018964013614669332	349.06268990213954	349.05919927524053	349.0661805290386	349.02778363314934	349.09759617112974
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	1.806217379766213e-4	350.0647764110338	350.0612757632697	350.06827705879795	350.0297699333927	350.0997828886749
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	1.3693291329606166e-5	351.06702034207456	351.06350967187115	351.070531012278	351.03191364004033	351.1021270441088
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	9.469278075506777e-7	352.0691560147803	352.06563532322014	352.0726767063405	352.0339490991788	352.10436293038174
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	5.716788471716955e-8	353.0713490362661	353.06781832277574	353.07487974975646	353.03604190136247	353.10665617116973
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	3.10824271959476e-9	354.0735061799628	354.069965444901	354.07704691502465	354.0380988293448	354.1089135305808
path:map00230	C10H14N5O7P	cpd:C00020	negative	[M-H]-	""	H	-1	1	-1.007276	1.5196379919737717e-10	355.07567534368127	355.0721245869278	355.0792261004347	355.0401677761469	355.1111829112156
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.8546148370577287	220.50488877776	220.50268372887223	220.50709382664778	220.48283828888222	220.52693926663775
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.11599768094554344	221.00617287976257	221.00396281803378	221.0083829414914	220.9840722624746	221.02827349705055
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.026160373098183743	221.50712627287473	221.504911201612	221.50934134413748	221.48497556024745	221.529276985502
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.002835246356960823	222.00832738002734	222.00610729675356	222.01054746330115	221.98612654728933	222.03052821276535
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.568680744604109e-4	222.50933062309	222.5071055297838	222.51155571639623	222.48707969002768	222.5315815561523
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.185802901535466e-5	223.010481109496	223.00825100468492	223.0127112143071	222.98818006138504	223.03278215760696
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.9017348627936086e-6	223.5115152774225	223.50928016226973	223.51375039257528	223.48916412589475	223.53386642895023
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.1783473701327638e-7	224.01263407191064	224.01039394556994	224.01487419825136	223.99023280850346	224.03503533531781
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.5792935064091403e-8	224.51368732922575	224.51144219235246	224.51593246609906	224.49123596049282	224.53613869795868
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.0109881874562933e-9	225.0147862394293	225.01253609156691	225.0170363872917	224.99228476080535	225.03728771805325
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	0.8544866448321701	442.01705401026	442.0126338397199	442.0214741808001	441.972852304859	442.061255715661
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	0.1161084735189603	443.019626308776	443.01519611251297	443.02405650503914	442.97532434614516	443.0639282714069
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	0.026173848694360846	444.0215319055241	444.01709169020506	444.0259721208432	443.97712975233355	444.0659340587147
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	0.0028387451259720073	445.0239365706522	445.01948633128654	445.02838681001793	444.97943417699514	445.0684389643093
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	3.5723983120278604e-4	446.02594278459065	446.0214825251628	446.03040304401856	445.9813401903122	446.0705453788691
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	3.190678052217142e-5	447.0282453439274	447.02377506147394	447.0327156263809	446.983542519393	447.0729481684618
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	2.906078306916493e-6	448.03031392983587	448.02583362669657	448.0347942329752	447.9855108984429	448.07511696122884
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	2.182373220321435e-7	449.0325526544168	449.02806232889026	449.03704297994335	448.9876493991514	449.0774559096822
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	1.582324133438378e-8	450.0346597247951	450.0301593781979	450.0391600713924	449.98965625882266	450.0796631907676
path:map00230	C10H15N5O11P2	cpd:C00035	negative	[M-H]-	""	H	-1	1	-1.007276	1.0132054794877887e-9	451.03685847041277	451.03234810182806	451.0413688389975	450.9917547845657	451.0819621562598
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.9694713887669812	36.50873776376	36.508372676382365	36.50910285113764	36.50508688998363	36.512388637536375
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.02630177529803198	37.01002365292988	37.00965355269335	37.01039375316641	37.00632265056459	37.01372465529517
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.004117276252072596	37.510871594604936	37.51049648588899	37.511246703320886	37.50712050744548	37.51462268176439
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.0467343157630551e-4	38.0121315037565	38.01175138244147	38.01251162507154	38.008330290606125	38.015932716906875
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.780205655440913e-6	38.51301105591672	38.51262592580616	38.51339618602728	38.50915975481113	38.51686235702231
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.051957619555332e-7	39.01422964519035	39.013839502893894	39.0146197874868	39.01032822222583	39.018131068154865
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.477814101518354e-10	39.51520560862194	39.514810456565854	39.515600760678026	39.51125408806108	39.5191571291828
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.1381567664970833e-12	40.01544125391628	40.01504109950374	40.01584140832882	40.011439709790885	40.01944279804167
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.513458582782551e-16	40.51821012258404	40.51780494048281	40.51861530468526	40.514158301571776	40.5222619435963
path:map00230	C2H5NO2	cpd:C00037	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.2225912021179995e-19	41.02120691716322	41.02079670509405	41.021617129232396	41.0171047964715	41.02530903785494
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	0.9693259680586662	74.02475198226	74.02401173474018	74.02549222977983	74.01734950706178	74.03215445745822
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	0.026443250740052323	75.02734413556558	75.02659386212423	75.02809440900694	75.01984140115204	75.03484686997913
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	0.00412060392692949	76.02902402989882	76.02826373965853	76.02978432013913	76.02142112749583	76.03662693230181
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	1.0527532199937997e-4	77.03156150209949	77.03079118648448	77.03233181771452	77.02385834594928	77.0392646582497
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	4.795189639329042e-6	78.03331335883512	78.03253302570153	78.0340936919687	78.02551002749924	78.041116690171
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	1.0589701343955601e-7	79.03576174297154	79.03497138535411	79.03655210058898	79.02785816679724	79.04366531914584
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	8.634336072336428e-10	80.0377667087947	80.03696633112762	80.0385670864618	80.02976293212383	80.04577048546558
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	2.2650032545048834e-12	81.03848490679331	81.03767452194425	81.03929529164239	81.03038105830264	81.04658875528399
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	1.1719416713740758e-15	82.04389894576107	82.04307850677162	82.04471938475054	82.0356945558665	82.05210333565564
path:map00230	C2H5NO2	cpd:C00037	negative	[M-H]-	""	H	-1	1	-1.007276	2.499426600855064e-19	83.04983496548925	83.0490044671396	83.05066546383891	83.04152998199271	83.0581399489858
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.8484001191309545	260.48805424026	260.4854493597176	260.49065912080243	260.462005434836	260.514103045684
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.11625091401381211	260.9893472457827	260.9867373523103	260.9919571392552	260.9632483110581	261.0154461805073
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.03122206025179025	261.4902791105919	261.48766420780083	261.492894013383	261.46413008268087	261.516428138503
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.003545497153736078	261.9914976880686	261.9888777730917	261.9941176030455	261.9652985382998	262.0176968378374
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.249821332107561e-4	262.4924780683285	262.48985314354786	262.49510299310924	262.4662288205217	262.51872731613537
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.055059736337612e-5	262.99364741657763	262.9910174801035	262.9962773530518	262.967348051836	263.0199467813193
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.38862250522541e-6	263.4946604594432	263.4920255128386	263.4972954060478	263.46831099339727	263.5210099254891
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.4718399381048664e-7	263.9957964517264	263.9931564937619	263.99843640969095	263.96939687208123	264.02219603137155
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.795743728474324e-8	264.4968316408386	264.4941866725222	264.499476609155	264.47038195767453	264.52328132400265
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.7467910018905193e-9	264.99794480220766	264.99529482275966	265.0005947816557	264.9714450077274	265.0244445966879
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	0.8482728591130848	521.98338493526	521.9781651014107	521.9886047691094	521.9311865967665	522.0355832737536
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	0.11636073639457967	522.9859749827542	522.9807451230045	522.9912048425041	522.9336763852559	523.0382735802525
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	0.03123481457985456	523.9878371396086	523.9825972612372	523.99307701798	523.9354383558946	524.0402359233226
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	0.003549648638200786	524.9902768967402	524.9850269939712	524.9955267995092	524.9377778690505	525.0427759244299
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	5.254352104638349e-4	525.9922369598746	525.9869770375051	525.9974968822443	525.9396377361786	526.0448361835706
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	5.062176209375322e-5	526.9945774139475	526.9893074681734	526.9998473597217	526.9418779562061	527.0472768716888
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	5.395396801454133e-6	527.9966033474374	527.991323381404	528.0018833134709	527.9438036871027	528.0494030077721
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	4.4792520958719876e-7	528.9988765849113	528.9935865961454	529.0041665736771	528.9459766972528	529.0517764725697
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	3.8018821268222085e-8	530.0009471578376	529.9956471483661	530.0062471673092	529.9479470631218	530.0539472525534
path:map00230	C10H16N5O14P3	cpd:C00044	negative	[M-H]-	""	H	-1	1	-1.007276	2.752072598832946e-9	531.0031744388776	530.9978644071333	531.0084844706221	530.9500741214338	531.0562747563215
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.9711538242794618	35.992920525260004	35.99256059605475	35.99328045446526	35.98932123320748	35.99651981731253
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.02271277390505988	36.49461899086411	36.49425404467421	36.49498393705402	36.490969528965024	36.4982684527632
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.005986071128045577	36.99507509123659	36.994705140485685	36.99544504198751	36.99137558372747	36.99877459874572
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.3452368839565913e-4	37.49673686948149	37.496361902112795	37.49711183685019	37.49298719579454	37.500486543168435
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.253194649175844e-5	37.997250517080204	37.99687054457503	37.997630489585376	37.9934507920285	38.00105024213191
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.65504127861912e-7	38.49885444274628	38.49846945420185	38.49923943129071	38.495004557302	38.50270432819055
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	9.3728335544e-9	38.99949707039211	38.999107075421406	38.99988706536281	38.99559712068507	39.00339702009915
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.7461576e-10	39.50097169766137	39.500576687944395	39.50136670737835	39.49702160049161	39.504921794831134
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	9.68e-13	40.00264385626	40.00224382982144	40.00304388269856	39.99864359187438	40.006644120645625
path:map00230	C2H2O3	cpd:C00048	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0	40.50054858026	40.5001435747742	40.500953585745805	40.496498525401975	40.50459863511803
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	0.97100815120582	72.99311750526	72.99238757408496	72.99384743643506	72.98581819350947	73.00041681701053
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	0.022855040062616037	73.99653279184113	73.99579282651322	73.99727275716906	73.98913313856195	74.00393244512031
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	0.005988580133462129	74.9974296891196	74.9966797148227	74.9981796634165	74.98992994615068	75.00492943208852
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	1.354014205116066e-4	76.0007697777549	76.00000977005712	76.00152978545268	75.99316970077712	76.00836985473268
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	1.2550245253044026e-5	77.00178592909437	77.00101591123509	77.00255594695366	76.99408575050145	77.00948610768728
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	2.6734409421649647e-7	78.0050069187922	78.00422686872302	78.0057869688614	77.99720641810033	78.01280741948408
path:map00230	C2H2O3	cpd:C00048	negative	[M-H]-	""	H	-1	1	-1.007276	9.411253248546129e-9	79.00629171806351	79.00550165514633	79.0070817809807	78.99839108889171	79.01419234723531
