path:map00120,Primary bile acid biosynthesis ,cpd:C00037,cpd:C00187,cpd:C00245,cpd:C00695,cpd:C01301,cpd:C01794,cpd:C01921,cpd:C02528,cpd:C03594,cpd:C04554,cpd:C04722,cpd:C05122,cpd:C05337,cpd:C05444,cpd:C05445,cpd:C05446,cpd:C05447,cpd:C05448,cpd:C05449,cpd:C05450,cpd:C05451,cpd:C05452,cpd:C05453,cpd:C05454,cpd:C05455,cpd:C05460,cpd:C05465,cpd:C05466,cpd:C05467,cpd:C05468,cpd:C06341,cpd:C13550,cpd:C15518,cpd:C15519,cpd:C15520,cpd:C15610,cpd:C15613,cpd:C17331,cpd:C17332,cpd:C17333,cpd:C17335,cpd:C17336,cpd:C17337,cpd:C17339,cpd:C17343,cpd:C17345,cpd:C17346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00121,Secondary bile acid biosynthesis ,cpd:C00695,cpd:C01921,cpd:C02528,cpd:C03990,cpd:C04483,cpd:C05122,cpd:C05337,cpd:C05465,cpd:C05466,cpd:C07880,cpd:C15515,cpd:C15517,cpd:C17644,cpd:C17646,cpd:C17647,cpd:C17649,cpd:C17650,cpd:C17651,cpd:C17654,cpd:C17657,cpd:C17658,cpd:C17660,cpd:C17661,cpd:C17662,cpd:C17664,cpd:C17667,cpd:C17668,cpd:C17687,cpd:C17689,cpd:C17726,cpd:C17727,cpd:C17737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00130,Ubiquinone and other terpenoid-quinone biosynthesis ,cpd:C00082,cpd:C00156,cpd:C00223,cpd:C00251,cpd:C00341,cpd:C00399,cpd:C00544,cpd:C00811,cpd:C00828,cpd:C00885,cpd:C01179,cpd:C01230,cpd:C01967,cpd:C02059,cpd:C02477,cpd:C02483,cpd:C02730,cpd:C02949,cpd:C03160,cpd:C03313,cpd:C03657,cpd:C03672,cpd:C03885,cpd:C03993,cpd:C04145,cpd:C04146,cpd:C05200,cpd:C05313,cpd:C05427,cpd:C05802,cpd:C05803,cpd:C05804,cpd:C05805,cpd:C05807,cpd:C05809,cpd:C05810,cpd:C05811,cpd:C05812,cpd:C05813,cpd:C05814,cpd:C05815,cpd:C05817,cpd:C05818,cpd:C05819,cpd:C05847,cpd:C05848,cpd:C05849,cpd:C06986,cpd:C10385,cpd:C10793,cpd:C13309,cpd:C13425,cpd:C14151,cpd:C14152,cpd:C15547,cpd:C15882,cpd:C15883,cpd:C16519,cpd:C16999,cpd:C17010,cpd:C17017,cpd:C17018,cpd:C17412,cpd:C17432,cpd:C17551,cpd:C17552,cpd:C17554,cpd:C17559,cpd:C17560,cpd:C17561,cpd:C17562,cpd:C17568,cpd:C17569,cpd:C17570,cpd:C18131,cpd:C18132,cpd:C18133,cpd:C18134,cpd:C18135,cpd:C20265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00140,Steroid hormone biosynthesis ,cpd:C00187,cpd:C00280,cpd:C00410,cpd:C00468,cpd:C00523,cpd:C00535,cpd:C00674,cpd:C00735,cpd:C00762,cpd:C00951,cpd:C01124,cpd:C01176,cpd:C01227,cpd:C01780,cpd:C01953,cpd:C02140,cpd:C02373,cpd:C02537,cpd:C02538,cpd:C03205,cpd:C03681,cpd:C03747,cpd:C03772,cpd:C03852,cpd:C03917,cpd:C03935,cpd:C04042,cpd:C04295,cpd:C04373,cpd:C04518,cpd:C04555,cpd:C04676,cpd:C05138,cpd:C05139,cpd:C05140,cpd:C05141,cpd:C05284,cpd:C05285,cpd:C05290,cpd:C05291,cpd:C05293,cpd:C05294,cpd:C05295,cpd:C05296,cpd:C05297,cpd:C05298,cpd:C05299,cpd:C05300,cpd:C05301,cpd:C05302,cpd:C05469,cpd:C05470,cpd:C05471,cpd:C05472,cpd:C05473,cpd:C05474,cpd:C05475,cpd:C05476,cpd:C05477,cpd:C05478,cpd:C05479,cpd:C05480,cpd:C05481,cpd:C05482,cpd:C05483,cpd:C05484,cpd:C05485,cpd:C05487,cpd:C05488,cpd:C05489,cpd:C05490,cpd:C05497,cpd:C05498,cpd:C05499,cpd:C05500,cpd:C05501,cpd:C05502,cpd:C05503,cpd:C05504,cpd:C08357,cpd:C08358,cpd:C08359,cpd:C11131,cpd:C11132,cpd:C11133,cpd:C11134,cpd:C11135,cpd:C11136,cpd:C13712,cpd:C13713,cpd:C18038,cpd:C18039,cpd:C18040,cpd:C18041,cpd:C18042,cpd:C18043,cpd:C18044,cpd:C18045,cpd:C18075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00190,Oxidative phosphorylation ,cpd:C00001,cpd:C00002,cpd:C00003,cpd:C00004,cpd:C00007,cpd:C00008,cpd:C00009,cpd:C00013,cpd:C00042,cpd:C00061,cpd:C00080,cpd:C00122,cpd:C00390,cpd:C00399,cpd:C00524,cpd:C00536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00195,Photosynthesis ,cpd:C00001,cpd:C00002,cpd:C00005,cpd:C00006,cpd:C00007,cpd:C00008,cpd:C00009,cpd:C00034,cpd:C00080,cpd:C02061,cpd:C02185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00196,Photosynthesis - antenna proteins ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00230,Purine metabolism ,cpd:C00002,cpd:C00008,cpd:C00011,cpd:C00014,cpd:C00020,cpd:C00035,cpd:C00037,cpd:C00039,cpd:C00044,cpd:C00046,cpd:C00048,cpd:C00053,cpd:C00054,cpd:C00059,cpd:C00064,cpd:C00081,cpd:C00086,cpd:C00104,cpd:C00117,cpd:C00119,cpd:C00130,cpd:C00131,cpd:C00144,cpd:C00147,cpd:C00169,cpd:C00206,cpd:C00212,cpd:C00224,cpd:C00242,cpd:C00262,cpd:C00286,cpd:C00294,cpd:C00301,cpd:C00330,cpd:C00360,cpd:C00361,cpd:C00362,cpd:C00366,cpd:C00385,cpd:C00387,cpd:C00499,cpd:C00559,cpd:C00575,cpd:C00603,cpd:C00620,cpd:C00655,cpd:C00700,cpd:C00802,cpd:C00942,cpd:C01228,cpd:C01260,cpd:C01261,cpd:C01344,cpd:C01345,cpd:C01367,cpd:C01762,cpd:C02091,cpd:C02348,cpd:C02350,cpd:C02353,cpd:C02718,cpd:C03090,cpd:C03373,cpd:C03483,cpd:C03614,cpd:C03794,cpd:C03838,cpd:C04051,cpd:C04376,cpd:C04392,cpd:C04494,cpd:C04640,cpd:C04677,cpd:C04734,cpd:C04751,cpd:C04823,cpd:C05239,cpd:C05512,cpd:C05513,cpd:C05515,cpd:C05516,cpd:C05993,cpd:C06193,cpd:C06194,cpd:C06195,cpd:C06196,cpd:C06197,cpd:C06433,cpd:C06435,cpd:C11821,cpd:C12248,cpd:C15667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00231,Puromycin biosynthesis ,cpd:C00002,cpd:C00082,cpd:C01610,cpd:C07024,cpd:C07025,cpd:C07026,cpd:C07027,cpd:C07028,cpd:C07029,cpd:C07030,cpd:C07031,cpd:C07032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00232,Caffeine metabolism ,cpd:C00048,cpd:C00385,cpd:C01762,cpd:C07130,cpd:C07480,cpd:C07481,cpd:C13747,cpd:C16352,cpd:C16353,cpd:C16355,cpd:C16356,cpd:C16357,cpd:C16358,cpd:C16359,cpd:C16360,cpd:C16361,cpd:C16362,cpd:C16363,cpd:C16364,cpd:C16365,cpd:C16366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00240,Pyrimidine metabolism ,cpd:C00015,cpd:C00029,cpd:C00039,cpd:C00046,cpd:C00055,cpd:C00063,cpd:C00064,cpd:C00075,cpd:C00086,cpd:C00099,cpd:C00105,cpd:C00106,cpd:C00112,cpd:C00119,cpd:C00169,cpd:C00178,cpd:C00214,cpd:C00222,cpd:C00239,cpd:C00295,cpd:C00299,cpd:C00337,cpd:C00342,cpd:C00343,cpd:C00363,cpd:C00364,cpd:C00365,cpd:C00380,cpd:C00383,cpd:C00429,cpd:C00438,cpd:C00458,cpd:C00459,cpd:C00460,cpd:C00475,cpd:C00526,cpd:C00672,cpd:C00705,cpd:C00813,cpd:C00881,cpd:C00906,cpd:C01013,cpd:C01103,cpd:C01168,cpd:C01346,cpd:C01368,cpd:C01563,cpd:C02067,cpd:C02170,cpd:C02354,cpd:C02355,cpd:C02376,cpd:C02642,cpd:C03997,cpd:C05100,cpd:C05145,cpd:C05281,cpd:C05822,cpd:C06198,cpd:C11038,cpd:C11039,cpd:C15607,cpd:C20231,cpd:C20249,cpd:C20253,cpd:C20254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00250,"Alanine, aspartate and glutamate metabolism ",cpd:C00014,cpd:C00022,cpd:C00025,cpd:C00026,cpd:C00036,cpd:C00041,cpd:C00042,cpd:C00049,cpd:C00064,cpd:C00122,cpd:C00152,cpd:C00169,cpd:C00232,cpd:C00334,cpd:C00352,cpd:C00402,cpd:C00438,cpd:C00940,cpd:C01042,cpd:C02362,cpd:C03090,cpd:C03406,cpd:C03794,cpd:C03912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00253,Tetracycline biosynthesis ,cpd:C00024,cpd:C00083,cpd:C02811,cpd:C03206,cpd:C06570,cpd:C06571,cpd:C06624,cpd:C06625,cpd:C06626,cpd:C06627,cpd:C06628,cpd:C06629,cpd:C06654,cpd:C12441,cpd:C12442,cpd:C18293,cpd:C18294,cpd:C18295,cpd:C18296,cpd:C18297,cpd:C18298,cpd:C18299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00260,"Glycine, serine and threonine metabolism ",cpd:C00011,cpd:C00014,cpd:C00022,cpd:C00037,cpd:C00048,cpd:C00049,cpd:C00065,cpd:C00078,cpd:C00097,cpd:C00101,cpd:C00109,cpd:C00114,cpd:C00143,cpd:C00168,cpd:C00188,cpd:C00197,cpd:C00213,cpd:C00258,cpd:C00263,cpd:C00300,cpd:C00430,cpd:C00441,cpd:C00546,cpd:C00576,cpd:C00581,cpd:C00631,cpd:C00719,cpd:C00740,cpd:C00986,cpd:C01005,cpd:C01026,cpd:C01102,cpd:C01242,cpd:C01726,cpd:C01888,cpd:C02051,cpd:C02291,cpd:C02737,cpd:C02855,cpd:C02972,cpd:C03082,cpd:C03194,cpd:C03232,cpd:C03283,cpd:C03508,cpd:C05235,cpd:C05519,cpd:C06231,cpd:C06442,cpd:C16432,cpd:C19929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00270,Cysteine and methionine metabolism ,cpd:C00019,cpd:C00021,cpd:C00022,cpd:C00041,cpd:C00049,cpd:C00051,cpd:C00059,cpd:C00065,cpd:C00073,cpd:C00094,cpd:C00097,cpd:C00109,cpd:C00155,cpd:C00170,cpd:C00263,cpd:C00283,cpd:C00320,cpd:C00409,cpd:C00441,cpd:C00491,cpd:C00506,cpd:C00606,cpd:C00793,cpd:C00957,cpd:C00979,cpd:C01005,cpd:C01077,cpd:C01118,cpd:C01137,cpd:C01180,cpd:C01234,cpd:C01817,cpd:C01962,cpd:C02218,cpd:C02291,cpd:C02989,cpd:C03082,cpd:C03089,cpd:C03145,cpd:C03539,cpd:C04188,cpd:C04582,cpd:C05524,cpd:C05526,cpd:C05527,cpd:C05528,cpd:C05823,cpd:C05824,cpd:C06547,cpd:C08276,cpd:C09306,cpd:C11481,cpd:C15606,cpd:C15650,cpd:C15651,cpd:C16069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00280,"Valine, leucine and isoleucine degradation ",cpd:C00024,cpd:C00068,cpd:C00091,cpd:C00100,cpd:C00123,cpd:C00141,cpd:C00164,cpd:C00183,cpd:C00233,cpd:C00332,cpd:C00356,cpd:C00407,cpd:C00630,cpd:C00671,cpd:C00683,cpd:C01213,cpd:C02170,cpd:C02486,cpd:C02939,cpd:C03069,cpd:C03231,cpd:C03284,cpd:C03344,cpd:C03345,cpd:C03460,cpd:C03467,cpd:C04405,cpd:C05996,cpd:C05998,cpd:C06000,cpd:C06001,cpd:C06002,cpd:C15972,cpd:C15973,cpd:C15974,cpd:C15975,cpd:C15976,cpd:C15977,cpd:C15978,cpd:C15979,cpd:C15980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00281,Geraniol degradation ,cpd:C01291,cpd:C01499,cpd:C01500,cpd:C01920,cpd:C03069,cpd:C04675,cpd:C09847,cpd:C09848,cpd:C09849,cpd:C09871,cpd:C11384,cpd:C11386,cpd:C16461,cpd:C16462,cpd:C16464,cpd:C16465,cpd:C16466,cpd:C16468,cpd:C16469,cpd:C16470,cpd:C16471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path:map00290,"Valine, leucine and isoleucine biosynthesis ",cpd:C00022,cpd:C00024,cpd:C00109,cpd:C00123,cpd:C00141,cpd:C00183,cpd:C00188,cpd:C00233,cpd:C00407,cpd:C00671,cpd:C02226,cpd:C02504,cpd:C02612,cpd:C02631,cpd:C04181,cpd:C04236,cpd:C04272,cpd:C04411,cpd:C06006,cpd:C06007,cpd:C06010,cpd:C06032,cpd:C14463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
